date_call_up,month_matches,matches,num_matches,competition,national_team,coach,player_name,birth_date,player_id,player_main_position,player_first_alternative_position,player_second_alternative_position,club,minutes_played_club,minutes_played_national_team,avg_score_club,avg_score_national_team,league_tier,games_starting_xi,starter_rate,original_call_up_list,out_injury,out_personal_reason,replacement,is_currently_injured,estimated_recovery_days,sofascore_id,games_club,games_nt
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,John,13/02/1996,John1996,Goalkeeper,,,Nottingham Forest,90,0,53,,,0,0,x,,,,,,840103,1,0
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Hugo Souza,31/01/1999,HugoSouza1999,Goalkeeper,,,Corinthians,450,90,712,60,,1,5,x,,,,,,950454,5,1
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Caio Henrique,31/07/1997,CaioHenrique1997,Full-back,,,Monaco,173,15,647,70,,0,0,x,,,,,,845170,4,1
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Carlos Augusto,07/01/1999,CarlosAugusto1999,Full-back,,,Internazionale,209,95,67,655,,1,5,x,,,,,,929199,4,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Douglas Santos,22/03/1994,DouglasSantos1994,Full-back,,,Zenit,270,70,717,70,,1,5,x,,,,,,243583,3,1
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,1494,180,744,65,,2,10,x,,,,,,155995,18,2
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,773,180,742,715,,2,10,x,,,,,,155995,9,2
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,675,119,729,72,,1,5,x,,,,,,155995,8,2
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,113,180,71,695,,2,10,x,,,,,,155995,2,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Vitinho,23/07/1999,Vitinho1999,Full-back,,,Botafogo,549,70,673,71,,1,5,x,,,,,,914477,7,1
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Wesley,06/09/2003,Wesley2003,Full-back,,,Roma,149,0,68,,,0,0,x,x,,,,,1134200,2,0
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Paulo Henrique,25/07/1996,PauloHenrique1996,Full-back,,,Vasco da Gama,540,110,708,71,,1,5,,,,x,,,1021721,6,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,André,16/07/2001,André2001,Midfielder,,,Wolverhampton,261,11,715,66,,0,0,x,,,,,,1035996,4,1
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Bruno Guimarães,16/11/1997,BrunoGuimarães1997,Midfielder,,,Newcastle,433,136,702,76,,2,10,x,,,,,,866469,5,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Casemiro,23/02/1992,Casemiro1992,Midfielder,,,Manchester United,60,180,645,755,,2,10,x,,,,,,122951,2,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,João Gomes,12/02/2001,JoãoGomes2001,Midfielder,,,Wolverhampton,253,0,667,,,0,0,x,,,,,,1015267,4,0
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Joelinton,14/08/1996,Joelinton1996,Midfielder,,,Newcastle,365,33,722,69,,0,0,x,,,,,,560128,5,1
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Lucas Paquetá,27/08/1997,LucasPaquetá1997,Midfielder,,,West Ham,247,95,643,70,,1,5,x,,,,,,839981,3,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Estêvão,24/04/2007,Estêvão2007,Forward,,,Chelsea,145,85,655,735,,1,5,x,,,,,,1597265,5,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Gabriel Martinelli,18/06/2001,GabrielMartinelli2001,Forward,,,Arsenal,215,57,708,68,,1,5,x,,,,,,922573,6,1
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Igor Jesus,25/02/2001,IgorJesus2001,Forward,,,Nottingham Forest,154,10,73,67,,0,0,x,,,,,,981619,4,1
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Luiz Henrique,02/01/2001,LuizHenrique2001,Forward,,,Zenit,244,75,71,67,,1,5,x,,,,,,1035995,4,1
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Matheus Cunha,27/05/1999,MatheusCunha1999,Forward,Midfielder,,Manchester United,116,113,68,715,,1,5,x,,,,,,886363,2,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Richarlison,10/05/1997,Richarlison1997,Forward,,,Tottenham,395,26,655,66,,0,0,x,,,,,,840217,6,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Rodrygo,09/01/2001,Rodrygo2001,Forward,Midfielder,,Real Madrid,124,123,696,805,,1,5,x,,,,,,910536,5,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Vinícius Júnior,12/07/2000,ViníciusJúnior2000,Forward,,,Real Madrid,422,136,692,745,,2,10,x,,,,,,868812,6,2
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Bento,10/06/1999,Bento1999,Goalkeeper,,,Al-Nassr,180,90,61,67,,1,5,x,,,,,,1016104,2,1
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Ederson,17/08/1993,Ederson1993,Goalkeeper,,,Fenerbahçe,270,90,74,68,,1,5,x,,,,,,254491,3,1
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Hugo Souza,31/01/1999,HugoSouza1999,Goalkeeper,,,Corinthians,180,0,71,,,0,0,x,x,,,,,950454,2,0
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,John,13/02/1996,John1996,Goalkeeper,,,Nottingham Forest,0,0,,,,0,0,,,,x,,,840103,0,0
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Alex Sandro,26/01/1991,AlexSandro1991,Full-back,Centre-back,,Flamengo,325,89,69,70,,1,5,x,,,,,,84854,4,1
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Danilo,15/07/1991,Danilo1991,Full-back,Centre-back,,Flamengo,168,0,715,,,0,0,x,,,,,,1064039,2,0
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Caio Henrique,31/07/1997,CaioHenrique1997,Full-back,Midfielder,,Monaco,270,91,737,71,,1,5,x,,,,,,845170,3,2
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Marquinhos,14/05/1994,Marquinhos1994,Centre-back,,,PSG,1265,90,705,70,4,1,5,x,,,,,,155995,15,1
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Murillo,04/07/2002,Murillo2002,Centre-back,,,Nottingham Forest,180,0,75,,,0,0,x,,,,,,1199282,2,0
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Murillo,04/07/2002,Murillo2002,Centre-back,,,Nottingham Forest,1430,45,724,62,,1,5,x,,,,,,1199282,16,1
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Luciano Juba,29/08/1999,LucianoJuba1999,Full-back,,,Bahia,199,0,737,,,0,0,x,,,,,,1017264,3,0
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Murilo,27/03/1997,Murilo1997,Centre-back,,,Palmeiras,1272,0,701,,,0,0,x,,,,,,874729,15,0
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Paulo Henrique,25/07/1996,PauloHenrique1996,Full-back,,,Vasco,270,0,723,,,0,0,x,,,,,,1021721,3,0
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Wesley,06/09/2003,Wesley2003,Full-back,,,Roma,443,71,70,66,,1,5,x,,,,,,1134200,5,2
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Andrey Santos,03/05/2004,AndreySantos2004,Midfielder,,,Chelsea,193,0,705,,,0,0,x,,,,,,1105779,4,0
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Bruno Guimarães,16/11/1997,BrunoGuimarães1997,Midfielder,,,Newcastle,365,150,70,705,,2,10,x,,,,,,866469,5,2
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Casemiro,23/02/1992,Casemiro1992,Midfielder,,,Manchester United,218,150,78,76,,2,10,x,,,,,,122951,3,2
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Fabinho,23/10/1993,Fabinho1993,Midfielder,,,Al-Ittihad,392,30,708,67,,0,0,x,,,,,,243585,5,1
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Lucas Paquetá,27/08/1997,LucasPaquetá1997,Midfielder,,,West Ham,270,41,74,64,,0,0,x,,,,,,839981,3,2
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Estêvão,24/04/2007,Estêvão2007,Forward,,,Chelsea,207,173,68,785,,2,10,x,,,,,,1597265,5,2
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,João Pedro,26/09/2001,JoãoPedro2001,Forward,,,Chelsea,265,25,69,67,,0,0,x,,,,,,975079,3,1
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Luiz Henrique,02/01/2001,LuizHenrique2001,Forward,,,Zenit,260,22,697,65,,0,0,x,,,,,,1035995,3,2
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Matheus Cunha,27/05/1999,MatheusCunha1999,Forward,Midfielder,,Manchester United,261,110,77,715,,2,10,x,,,,,,886363,3,2
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Richarlison,10/05/1997,Richarlison1997,Forward,,,Tottenham,236,0,668,,,0,0,x,,,,,,840217,5,0
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Rodrygo,09/01/2001,Rodrygo2001,Forward,Midfielder,,Real Madrid,115,162,673,765,,2,10,x,,,,,,910536,3,2
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Vinícius Júnior,12/07/2000,ViníciusJúnior2000,Forward,,,Real Madrid,270,179,697,715,,2,10,x,,,,,,868812,4,2
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Vitor Roque,28/02/2005,VitorRoque2005,Forward,,,Palmeiras,420,45,738,73,,0,0,x,,,,,,1150391,6,1
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Alisson,02/10/1992,Alisson1992,Goalkeeper,,,Liverpool,2160,0,687,,1,0,0,x,x,,,x,5,243609,24,0
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Hugo Souza,31/01/1999,HugoSouza1999,Goalkeeper,,,Corinthians,1980,0,688,,9,0,0,,,,x,,,950454,22,0
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Bento,10/06/1999,Bento1999,Goalkeeper,,,Al-Nassr,1350,90,711,59,,1,5,x,,,,,,1016104,16,1
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Ederson,17/08/1993,Ederson1993,Goalkeeper,,,Fenerbahçe,1800,90,695,54,,1,5,x,,,,,,254491,20,1
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Alex Sandro,26/01/1991,AlexSandro1991,Full-back,Centre-back,,Flamengo,1416,0,689,,9,0,0,x,x,,,,,84854,17,0
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Kaiki,08/03/2003,Kaiki2003,Full-back,,,Cruzeiro,1768,14,673,62,9,0,0,,,,x,,,1112484,20,1
5/28/2023,01/06/2023,BRA x GUI / BRA x SEN,2,friendly,Brazil,Ramon Menezes,Nino,10/04/1997,Nino1997,Centre-back,,,Fluminense,1429,0,729,,,0,0,x,,,,,,870788,16,0
8/18/2023,01/09/2023,BRA x BOL / PER x BRA,2,world cup qualifiers,Brazil,Fernando Diniz,Nino,10/04/1997,Nino1997,Centre-back,,,Fluminense,847,0,686,,,0,0,x,,,,,,870788,10,0
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Danilo,15/07/1991,Danilo1991,Full-back,Centre-back,,Flamengo,903,95,731,76,9,0,0,x,,,,,,1064039,12,2
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Douglas Santos,22/03/1994,DouglasSantos1994,Full-back,,,Zenit,270,166,743,66,,2,10,x,,,,,,243583,5,2
9/23/2023,01/10/2023,BRA x VEN / URU x BRA,2,world cup qualifiers,Brazil,Fernando Diniz,Nino,10/04/1997,Nino1997,Centre-back,,,Fluminense,180,0,705,,,0,0,x,,,,,,870788,2,0
11/6/2023,01/11/2023,COL x BRA / BRA x ARG,2,world cup qualifiers,Brazil,Fernando Diniz,Nino,10/04/1997,Nino1997,Centre-back,,,Fluminense,120,45,72,68,,0,0,x,,,,,,870788,1,1
3/3/2023,01/03/2023,MAR x BRA,1,friendly,Brazil,Ramon Menezes,Robert Renan,11/10/2003,RobertRenan2003,Centre-back,,,Zenit,752,0,70,,,0,0,x,,,,,,1191278,9,0
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Wesley,06/09/2003,Wesley2003,Full-back,,,Roma,1579,71,699,62,2,1,5,x,,,,,,1134200,21,1
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Andrey Santos,03/05/2004,AndreySantos2004,Midfielder,,,Chelsea,1413,85,697,655,1,1,5,x,,,,,,1105779,22,2
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Casemiro,23/02/1992,Casemiro1992,Midfielder,,,Manchester United,1456,145,719,70,1,2,10,x,,,,,,122951,19,2
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Danilo,29/04/2001,Danilo2001,Midfielder,,,Botafogo,903,95,731,76,9,1,5,x,,,,,,1064039,12,2
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Fabinho,23/10/1993,Fabinho1993,Midfielder,,,Al-Ittihad,1924,29,715,70,,0,0,x,,,,,,243585,22,1
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Gabriel Sara,26/06/1999,GabrielSara1999,Midfielder,,,Galatasaray,1576,15,726,70,,0,0,x,,,,x,20,913593,22,1
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Endrick,21/07/2006,Endrick2006,Forward,,,Lyon,1043,14,721,78,4,0,0,x,,,,,,1174937,14,1
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Gabriel Martinelli,18/06/2001,GabrielMartinelli2001,Forward,,,Arsenal,1360,85,692,71,1,1,5,x,,,,,,922573,28,2
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Igor Thiago,26/06/2001,IgorThiago2001,Forward,,,Brentford,1760,42,69,67,1,0,0,x,,,,,,1016907,20,2
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,João Pedro,26/09/2001,JoãoPedro2001,Forward,,,Chelsea,1845,95,711,635,1,1,5,x,,,,,,975079,27,2
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Luiz Henrique,02/01/2001,LuizHenrique2001,Forward,,,Zenit,544,121,70,745,,1,5,x,,,,,,1035995,11,2
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Matheus Cunha,27/05/1999,MatheusCunha1999,Forward,Midfielder,,Manchester United,1398,147,706,705,1,2,10,x,,,,,,886363,18,2
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Raphinha,14/12/1996,Raphinha1996,Forward,,,Barcelona,1450,45,752,62,3,1,5,x,,,,,,831005,22,1
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Rayan,03/08/2006,Rayan2006,Forward,,,Bournemouth,1343,14,734,67,1,0,0,x,,,,,,1464966,16,1
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Vinícius Júnior,12/07/2000,ViníciusJúnior2000,Forward,,,Real Madrid,2110,157,738,69,3,2,10,x,,,,,,868812,25,2
